no;brand;name;old_price;new_price;ml;concentration;department;scents;base_note;middle_note;item_rating;seller;seller_rating;num_seller_ratings;combined_notes;note_length;unique_words;cluster
537;Rasasi;Blue Lady;59;27.0;40;edp;Women;floral;sandalwood vetiver vanilla amber musk;peach plum narcissus jasmine;4.05;Kathya;3.08;116;floral sandalwood vetiver vanilla amber musk peach plum narcissus jasmine edp;77;11;1
538;CHANEL;Bleu De Chanel;930;374.0;100;edp;Men;woody;incense amber cedar sandalwood patchouli labdanum amber wood;ginger jasmine nutmeg melon;4.07;Perfume Ms;3.09;66;woody incense amber cedar sandalwood patchouli labdanum amber wood ginger jasmine nutmeg melon edp;98;13;1
539;MINI COLLECTION;2.2 s..y  No.1139 Eau De Par;16.09;16.09;25;edp;Women;jasmine;balsamic;bakhoor;5.0;warddah;3.07;56;jasmine balsamic bakhoor edp;28;4;0
541;Mancera;Musky Garden;396;297.65;120;edp;Women;floral;white musk blackberry raspberry amber;iris bulgarian rose indian jasmine patchouli leaf;5.0;Tiffany;4.03;22;floral white musk blackberry raspberry amber iris bulgarian rose indian jasmine patchouli leaf edp;98;14;1
542;LACOSTE;Eau De Lacoste;420;139.0;90;edp;Women;floral;sandalwood vetiver vanilla peru balsam;pineapple flower sambac jasmine rose orange flower;4.06;Beautiful Live;3.08;7;floral sandalwood vetiver vanilla peru balsam pineapple flower sambac jasmine rose orange flower edp;100;13;1
545;JAGUAR;Classic;120;63.75;100;edt;Men;arabian;sandalwood benzoin white musk;ginger orange blossom lotus;4.04;noon;4.02;98.1K;arabian sandalwood benzoin white musk ginger orange blossom lotus edt;69;10;0
546;DAVIDOFF;Cool Water;150;71.75;75;edt;Men;aromatic;musk oakmoss cedar amber;sandalwood geranium neroli jasmine;4.01;noon;4.02;98.1K;aromatic musk oakmoss cedar amber sandalwood geranium neroli jasmine edt;72;10;1
549;Armaf;Club De Nuit Intense;210;190.0;200;edp;Men;jasmine;vanilla ambergris musk patchouli;rose jasmine birch;5.0;Attractive perfume;3.05;244;jasmine vanilla ambergris musk patchouli rose jasmine birch edp;63;8;0
550;Genie;1029 Collection;36;14.04;25;edp;Women;fruity;vegetal amber musk mahogany;magnolia lotus peony;4.0;moon perfume;3.07;199;fruity vegetal amber musk mahogany magnolia lotus peony edp;59;9;0
552;HOUBIGANT;Quelques Fleurs L'Original;599;285.0;100;edp;Women;floral;amber civet honey lichen musk sandalwood tonka beans vanilla;carnation heliotrope iris root jasmine lilac lily of valley orchid tuberose violet ylangylang;5.0;AMLAQ;3.09;135;floral amber civet honey lichen musk sandalwood tonka beans vanilla carnation heliotrope iris root jasmine lilac lily of valley orchid tuberose violet ylangylang edp;165;24;2
553;Dolce & Gabbana;The One Royal Night;630;290.75;100;edp;Men;woody;sandalwood cedar amber labdanum;pear wood nutmeg;5.0;AMLAQ;3.09;135;woody sandalwood cedar amber labdanum pear wood nutmeg edp;58;9;0
554;Givenchy;Xeryus Rouge;259;199.0;100;edt;Men;woody;leather amber musk oakmoss balsam fir vetiver incense cedar;cyclamen coriander carnation cypress sandalwood juniper berries cinnamon tarragon petitgrain geranium;4.04;Brides Palace;3.05;32;woody leather amber musk oakmoss balsam fir vetiver incense cedar cyclamen coriander carnation cypress sandalwood juniper berries cinnamon tarragon petitgrain geranium edt;171;22;2
555;Ajmal;Sacrifice;153;70.0;50;edp;Women;floral;woody oriental musky;floral musky;4.06;Rayhanti;3.05;27;floral woody oriental musky floral musky edp;44;5;0
558;Mancera;Roses Vanille;485;248.85;120;edp;Women;vanilla;vanilla sugar white musk cedar;rose sugar;5.0;noon;4.02;98.1K;vanilla vanilla sugar white musk cedar rose sugar edp;53;7;0
559;DORALL COLLECTION;DC;29;9.03;100;edt;Men;floral;vetiver patchouli oakmoss musk sandalwood;galbanum rosemary jasmine coumarin;4.0;B.A.G;3.07;14.1K;floral vetiver patchouli oakmoss musk sandalwood galbanum rosemary jasmine coumarin edt;87;11;1
560;COACH;New York;05.06;5.06;2;edt;Men;citrus;vetiver suede ambergris;cardamom coriander geranium;4.07;Princess of beauty;3.08;467;citrus vetiver suede ambergris cardamom coriander geranium edt;62;8;0
561;GIORGIO ARMANI;Code;513;265.0;75;edt;Men;citrus;tobacco leather tonka bean;olive flower spiced star anise;5.0;goldiaa;4.01;135;citrus tobacco leather tonka bean olive flower spiced star anise edt;68;11;0
563;LOEWE;Esencia;529;200.0;100;edt;Men;woody;cedar musk sandalwood;cardamom pepper;4.05;Parfume-Stor;4.03;118;woody cedar musk sandalwood cardamom pepper edt;47;7;0
564;Parfums De Marly;Delina Exclusive;1696;785.0;75;edp;Women;woody;woody amber vanilla;turkish rose incense burning oud;4.0;Golden Perfumesعطر أصلي 100 %;3.06;111;woody woody amber vanilla turkish rose incense burning oud edp;62;9;0
566;JAGUAR;Classic Blue;290;67.0;100;edt;Men;spicy;sandalwood benzoin white musk;ginger orange blossom lotus;4.07;Beauty Gallery;4.02;59;spicy sandalwood benzoin white musk ginger orange blossom lotus edt;67;10;0
567;NICOLAI;Patchouli Intense;1714;653.65;100;edp;Unisex;floral;sandalwood amber vanilla;ceylon cinnamon rose patchouli;5.0;noon;4.02;98.4K;floral sandalwood amber vanilla ceylon cinnamon rose patchouli edp;66;9;0
570;Aramis;900 Herbal Spray;179;100.0;100;edc;Men;woody;sandalwood amber patchouli civet oakmoss vetiver;carnation orris root jasmine lilyofthevalley rose geranium;4.0;Star.perfume;3.09;537;woody sandalwood amber patchouli civet oakmoss vetiver carnation orris root jasmine lilyofthevalley rose geranium edc;117;15;1
575;Ajmal;Wisal;58;58.0;50;edp;Women;floral;rose sensual musk;sandalwood;5.0;alkhalijiah  perfume;3.05;75;floral rose sensual musk sandalwood edp;39;6;0
577;S.T.Dupont;Passenger;294;99.0;100;edt;Men;spicy;paraguayan lignum vitae indonesian patchouli laotian benzoin copper accords;indian ginger guatemalan cardamom mauritanian red pepper lavender;5.0;London store;3.07;23;spicy paraguayan lignum vitae indonesian patchouli laotian benzoin copper accords indian ginger guatemalan cardamom mauritanian red pepper lavender edt;151;19;2
579;HUGO BOSS;Hugo;395;99.0;125;edt;Men;fresh;patchouli fir cedar;carnation sage geranium jasmine;4.05;Cute Shop;4.02;98;fresh patchouli fir cedar carnation sage geranium jasmine edt;61;9;0
580;BVLGARI;Petits Et Mamans;254;193.95;100;edt;Women;floral;iris vanilla white peach powdery notes;sunflower chamomile rose;4.08;noon;4.02;98.1K;floral iris vanilla white peach powdery notes sunflower chamomile rose edt;74;11;1
581;DORALL COLLECTION;Eternally Hot;29;8.0;100;edt;Women;woody;vanilla musk;gardenia jasmine;4.05;B.A.G;3.07;14.1K;woody vanilla musk gardenia jasmine edt;39;6;0
582;Dunhill;Desire;111;54.95;30;edt;Men;fresh;vanilla musk labdanum;rose teakwood patchouli;4.08;Star.perfume;3.09;537;fresh vanilla musk labdanum rose teakwood patchouli edt;55;8;0
584;AVON;Always;84;84.0;50;edp;Women;floral;cashmere woods;orange blossoms;5.0;neo lek;3.05;88;floral cashmere woods orange blossoms edp;41;6;0
586;GUESS;By Marciano;128;109.95;100;edp;Women;floral;musk vanilla woody notes;peony jasmine honeysuckle;5.0;Parvant Store;3.08;76;floral musk vanilla woody notes peony jasmine honeysuckle edp;61;9;0
587;LALIQUE;Encre Noire;485;134.95;100;edt;Men;woody;cashmere wood musk;haiti vetiver bourbon vetiver;4.05;Abu Al Tayyeb Perfumes;4.02;59;woody cashmere wood musk haiti vetiver bourbon vetiver edt;58;8;0
590;Sedr Al-Khaleej Perfumes;For Ever;34.85;34.85;100;edp;Men;fresh;woody musk amber;praline cardamom cinnamon;4.0;noon;4.02;98.1K;fresh woody musk amber praline cardamom cinnamon edp;52;8;0
591;Givenchy;Organza;550;251.65;100;edp;Women;arabian;guaiac wood woodsy notes virginia cedar amber vanilla;peony walnut iris jasmine tuberose honeysuckle;4.08;noon100% Genuine Product;4.02;98.1K;arabian guaiac wood woodsy notes virginia cedar amber vanilla peony walnut iris jasmine tuberose honeysuckle edp;112;16;1
592;Roberto Cavalli;Uomo;452;126.0;100;edt;Men;floral;cedar tonka bean patchouli;honey lavender;4.06;noon;4.02;98.1K;floral cedar tonka bean patchouli honey lavender edt;52;8;0
594;MONTBLANC;Mont Blanc Legend;220;140.0;100;edt;Men;floral;vanilla amber;jasmine geranium neroli ylangylan;4.08;Al-Najm;3.07;347;floral vanilla amber jasmine geranium neroli ylangylan edt;58;8;0
596;Dunhill;Desire Extreme;230;114.75;100;edt;Men;spicy;amber musk;evergreen cypress;4.09;AMLAQ;3.09;135;spicy amber musk evergreen cypress edt;38;6;0
601;COACH;Floral;337;165.75;90;edp;Women;floral;patchouli woody notes musk;tea rose jasmine sambac gardenia;5.0;noon;4.02;98.1K;floral patchouli woody notes musk tea rose jasmine sambac gardenia edp;70;11;1
602;Roberto Cavalli;Uomo;452;134.95;100;edt;Men;floral;cedar patchouli tonka bean;honey lavender;4.06;noon100 %  genuine product;3.06;98.1K;floral cedar patchouli tonka bean honey lavender edt;52;8;0
603;DIESEL;Plus Plus Feminine;99;41.0;75;edt;Women;oriental;musk sandalwood virginia cedar amber nutmeg vanille orris root;jasmine coconut magnolia orchid lily cherry big strawberry red apple milk;4.04;KAYA;4.03;4K;oriental musk sandalwood virginia cedar amber nutmeg vanille orris root jasmine coconut magnolia orchid lily cherry big strawberry red apple milk edt;149;22;2
604;DORALL COLLECTION;Classic Black;9;8.08;100;edt;Men;fresh;chocolatecashmere wood patchouli tonka bean;basil verbena lavender;4.0;the beauty;3.06;538;fresh chocolatecashmere wood patchouli tonka bean basil verbena lavender edt;76;10;1
605;Calvin Klein;Beauty;380;115.0;100;edp;Women;floral;vanilla musk sandalwood guaiac wood amber;cardamom pepper flowers;5.0;Star.perfume;3.09;537;floral vanilla musk sandalwood guaiac wood amber cardamom pepper flowers edp;76;11;1
606;MONTBLANC;Emblem ED;22.04;22.04;5;edt;Men;spicy;woodsy tonka bean;violet leaf cinnamon;4.08;Star.perfume;3.09;537;spicy woodsy tonka bean violet leaf cinnamon edt;48;8;0
607;CAROLINA HERRERA;212 Sexy;420;151.0;100;edp;Women;floral;cotton candymusksandalwoodvanilla;gardeniageranium;4.07;Al-Najm;3.07;347;floral cotton candymusksandalwoodvanilla gardeniageranium edp;61;5;0
608;BURBERRY;Brit Rhythm;360;119.95;90;edt;Men;woody;cedarwood tonka bean;black leather patchouli styrax;4.0;hadayiq baris;3.08;122;woody cedarwood tonka bean black leather patchouli styrax edt;61;9;0
609;LANVIN;Oxygene;206;116.0;75;edp;Women;floral;white musk sandalwood;rose milk gardenia;4.03;Dior Fragrances;3.09;69;floral white musk sandalwood rose milk gardenia edp;51;8;0
610;HUGO BOSS;Boss;375;105.0;100;edt;Men;woody;sandalwood vetiver cedarwood vanilla;geranium cinnamon cloves;4.07;Acacia Rose;4.04;77;woody sandalwood vetiver cedarwood vanilla geranium cinnamon cloves edt;71;9;1
611;Sedr Al-Khaleej Perfumes;Love Touch Body Sp;12.09;12.09;125;edt;Women;floral;leathermusk;tiare flowerrose;5.0;noon;4.02;98.1K;floral leathermusk tiare flowerrose edt;39;5;0
613;Genie;London Burberry;18;16.0;25;edp;Women;floral;wood musk;jasmine tiare flower soft peony;4.09;Parisian Store;3.09;425;floral wood musk jasmine tiare flower soft peony edp;52;9;0
614;CAROLINA HERRERA;212 Vip;363;160.0;100;edt;Men;vanilla;king wood salty amber tonka beans;chilled vodka hot ginger slice of apple;5.0;Al-Najm;3.07;347;vanilla king wood salty amber tonka beans chilled vodka hot ginger slice of apple edt;85;15;1
616;Emper;Tool Box;88;54.95;100;edt;Men;oriental;geranium amber white musks;patchouli vetiver lavender;5.0;Golen Dream;3.08;88;oriental geranium amber white musks patchouli vetiver lavender edt;66;9;0
617;Shiseido;Zen;597;260.0;100;edp;Women;floral;patchouli cedarwood skin musk white musk marine amber incense;freesia gardenia red apple violet lily of valley hyacinth chinese rose lotus flower;5.0;Faces;3.09;61;floral patchouli cedarwood skin musk white musk marine amber incense freesia gardenia red apple violet lily of valley hyacinth chinese rose lotus flower edp;156;23;2
618;Juicy Couture;Viva La Juicy;355;144.0;100;edp;Women;floral;amber caramel praline sandalwood vanilla;honeysuckle gardenia jasmine;4.07;aRt Ti Ci;3.09;41;floral amber caramel praline sandalwood vanilla honeysuckle gardenia jasmine edp;80;10;1
622;MONTBLANC;Lady Emblem;410;155.0;75;edp;Women;floral;musk raspberry;sandalwood patchouli rosewood;5.0;noon;4.02;98.1K;floral musk raspberry sandalwood patchouli rosewood edp;55;7;0
624;TOM FORD;Black Orchid;495;211.0;50;edp;Women;spicy;incenselotuspatchoulisandalwoodvanillavetiver;black orchidfruity notestuberose;5.0;Number One;3.07;347;spicy incenselotuspatchoulisandalwoodvanillavetiver black orchidfruity notestuberose edp;88;6;1
625;Dolce & Gabbana;Pour Femme;356;165.0;100;edp;Women;floral;marshmallow sandalwood vanilla;jasmine orange blossom;5.0;hadayiq baris;3.08;122;floral marshmallow sandalwood vanilla jasmine orange blossom edp;64;8;0
627;HUGO BOSS;Boss Bottled Man Of Today;487;177.0;100;edt;Men;woody;vanilla sandalwood vetiver cedarwood olivewood amberlikenotes musklikenotes;geranium cinnamon cloves;4.01;Acacia Rose;4.04;5;woody vanilla sandalwood vetiver cedarwood olivewood amberlikenotes musklikenotes geranium cinnamon cloves edt;110;12;1
630;Calvin Klein;Beauty;145;110.0;100;edp;Women;floral;virginia cedar;jasmine;5.0;Star.perfume;4.02;537;floral virginia cedar jasmine edp;33;5;0
634;Ajmal;Wisal;79;60.0;50;edp;Unisex;floral;floral musky;spicy floral;5.0;alkhalijiah  perfume;3.05;88;floral floral musky spicy floral edp;36;4;0
635;CAROLINA HERRERA;212 Wild Party;232.95;232.95;80;edp;Women;floral;musk woody accord;orange blossom sun rose orchid;4.05;Number One;3.08;66;floral musk woody accord orange blossom sun rose orchid edp;59;10;0
636;Estee Lauder;Modern Muse Chic;472;275.0;100;edp;Women;woody;cashmere wood agarwood oud labdanum patchouli ebony tree musk madagascar vanilla suede;jasmine sambac tuberose lily;4.05;Faces;3.09;61;woody cashmere wood agarwood oud labdanum patchouli ebony tree musk madagascar vanilla suede jasmine sambac tuberose lily edp;125;18;2
638;Dolce & Gabbana;K;338;269.0;100;edt;Men;woody;blood orange pressed sicilian lemon juniper berries;pimento clary sage geranium lavandin;4.01;Grass gulf;3.07;98;woody blood orange pressed sicilian lemon juniper berries pimento clary sage geranium lavandin edt;98;14;1
639;Mancera;Roses Vanille;390;229.0;120;edp;Women;oriental;sugar vanilla cedar white musk;rose sugar;4.0;noon;4.02;98.1K;oriental sugar vanilla cedar white musk rose sugar edp;54;8;0
641;Aramis;Brown;161;104.0;110;edt;Men;floral;leather oakmoss amber;pelargonium patchouli vetiver sandalwood;4.0;top langri;3.07;347;floral leather oakmoss amber pelargonium patchouli vetiver sandalwood edt;73;9;1
642;Mancera;Red;711;365.0;120;edp;Unisex;woody spicy;tobacco amber guaiac wood sandalwood haitian vetiver madagascar vanilla white musk;patchouli jasmine;4.09;top langri;3.07;347;woody spicy tobacco amber guaiac wood sandalwood haitian vetiver madagascar vanilla white musk patchouli jasmine edp;116;16;1
646;BURBERRY;My Burberry;700;197.95;90;edp;Women;floral oriental;damascus centifolia rose;geranium freesia flowers golden quince;4.07;Grass gulf;3.07;135;floral oriental damascus centifolia rose geranium freesia flowers golden quince edp;83;11;1
647;joop;Homme;223;55.0;125;edt;Men;citrus;vanilla tonka bean patchouli sandalwood;jasmine lily of valley heliotrope cinnamon;4.04;hadayiq baris;3.08;122;citrus vanilla tonka bean patchouli sandalwood jasmine lily of valley heliotrope cinnamon edt;93;13;1
651;CAROLINA HERRERA;212 VIP Rose;445;135.0;80;edp;Women;floral;woody notes white musk amber;peach blossom;5.0;عالم المشاهير;3.08;66;floral woody notes white musk amber peach blossom edp;53;9;0
652;CARON;Pour Un Homme De Caron;404;176.0;200;edt;Men;vanilla;musk;vanilla;3.0;Diorworld;3.05;63;vanilla musk vanilla edt;24;3;0
654;Rasasi;Oud Al-Mubakhar;40;30.85;100;edp;Men;arabian;sandalwood tonka bean musk patchouli;turkish rose violet geranium;4.0;noon;4.02;98.1K;arabian sandalwood tonka bean musk patchouli turkish rose violet geranium edp;77;11;1
655;GUCCI;Rush;489;219.85;75;edt;Women;floral;vetiver patchouli vanilla;jasmine damask rose coriander;5.0;noon;4.02;98.1K;floral vetiver patchouli vanilla jasmine damask rose coriander edt;66;9;0
657;BURBERRY;Touch;314;154.95;100;edp;Women;floral;almondscedaroakmosstonka beansvanilla;jasminelilylily of valleypeachpeonyraspberrytuberose;4.0;noon100  % original genuine product;4.02;98.1K;floral almondscedaroakmosstonka beansvanilla jasminelilylily of valleypeachpeonyraspberrytuberose edp;101;7;1
659;J.CASANOVA;Plaisir;145;75.0;100;edp;Women;fresh;sandalwood musk vanilla orchid cedar;clove damascus plum pear ylang ylang;4.05;Tiffany;3.08;75;fresh sandalwood musk vanilla orchid cedar clove damascus plum pear ylang ylang edp;83;12;1
663;Mont Blanc;Legend;220;141.95;100;edt;Men;spicy;sandalwood tonka evernyl;dried fruit oakmoss fused geranium rose apple;5.0;noon;4.02;98.1K;spicy sandalwood tonka evernyl dried fruit oakmoss fused geranium rose apple edt;80;12;1
664;Calvin Klein;CK One;448;107.0;200;edt;Men;citrus;sandalwood amber musk cedar oak moss;nutmeg violet orris root jasmine lilyofthevalley rose;4.05;AMLAQ;3.09;135;citrus sandalwood amber musk cedar oak moss nutmeg violet orris root jasmine lilyofthevalley rose edt;101;15;1
665;LA PERLA;Divina;107;62.0;50;edt;Women;fruity;musk amber vanilla woody notes;jasmine african orange pink;4.05;GOLDEN;3.05;63;fruity musk amber vanilla woody notes jasmine african orange pink edt;69;11;0
667;DORALL COLLECTION;Green Secret;27;9.05;100;edt;Men;fruity;moss sandalwood coumarin;ylang geranium jasmine;2.0;B.A.G;3.07;14.1K;fruity moss sandalwood coumarin ylang geranium jasmine edt;58;8;0
669;Lancome;Miracle;426;200.0;100;edp;Women;arabian;amber musk jasmine;magnolia ginger mandarin orange pepper jasmine;4.05;Beuatyone1;4.04;537;arabian amber musk jasmine magnolia ginger mandarin orange pepper jasmine edp;77;10;1
670;armani;Code Absolu ED;08.05;8.05;2;edp;Men;floral;vanilla amber musk patchouli;jasmine geranium neroli ylangylang;5.0;Princess of beauty;3.08;467;floral vanilla amber musk patchouli jasmine geranium neroli ylangylang edp;74;10;1
671;DAVIDOFF;Cool Water;360;76.95;125;edt;Men;woody;amber cedar musk oakmoss tobacco;geranium jasmine neroli sandalwood;4.05;hadayiq baris;3.08;122;woody amber cedar musk oakmoss tobacco geranium jasmine neroli sandalwood edt;77;11;1
672;LACOSTE;L.12.12 Blanc;244;88.0;100;edt;Men;woody;leather suede cedar;mexican tuberose ylangylang;3.07;hadayiq baris;3.08;122;woody leather suede cedar mexican tuberose ylangylang edt;57;8;0
676;DORALL COLLECTION;Pink Hearts;29;8.15;100;edt;Women;floral;caramel musk tonka sandalwood vanilla;red berries lily of valley licorice cotton candy strawberry;4.04;B.A.G;3.09;14.1K;floral caramel musk tonka sandalwood vanilla red berries lily of valley licorice cotton candy strawberry edt;108;16;1
677;HUGO BOSS;Natural Spray;595;140.0;75;edp;Women;oriental;apricot amber lemon tree;bulgarian rose jasmine lily;4.0;Parisian Store;3.09;425;oriental apricot amber lemon tree bulgarian rose jasmine lily edp;65;10;0
681;Calvin Klein;Sheer Beauty Essence;415;167.95;100;edt;Women;floral;musk vanilla cedar;lilac magnolia turkish rose peony;4.05;noon100 %  genuine product;4.02;98.1K;floral musk vanilla cedar lilac magnolia turkish rose peony edt;63;10;0
682;DAVIDOFF;The Game;215;83.95;100;edt;Men;woody;ebony wood;iris woody notes;4.09;noon;4.02;98.1K;woody ebony wood iris woody notes edt;37;6;0
683;DORALL COLLECTION;Oud Wood;19;9.09;100;pdt;Unisex;citrus;cedar tobacco patchouli sandalwood musk;geranium marigold rose bay leaves;4.03;B.A.G;3.07;14.1K;citrus cedar tobacco patchouli sandalwood musk geranium marigold rose bay leaves pdt;84;12;1
684;Mancera;Rose Greedy;446;269.0;120;edp;Unisex;rose floral;white musk amber vanilla sugar;rose jasmine flowers;4.05;AMLAQ;3.09;135;rose floral white musk amber vanilla sugar rose jasmine flowers edp;67;10;0
686;LACOSTE;Challenge;300;144.95;90;edt;Men;citrus;ginger jasmine juniper nutmeg pepper violet whisky;amber musk wood;4.08;Beautiful Live;3.09;7;citrus ginger jasmine juniper nutmeg pepper violet whisky amber musk wood edt;77;12;1
689;Genie;8839 Collection;43;24.85;25;edp;Women;floral;liquid amber black violet cream mahogany;lotus blossom champaca flower black orchid;4.02;Parisian Store;3.09;425;floral liquid amber black violet cream mahogany lotus blossom champaca flower black orchid edp;94;13;1
692;J.CASANOVA;Paris Vivaldi;90;90.0;100;edp;Women;fruity;cedar moss musk amber sandalwood;lilyofthevalley rose jasmine narcissus orchid;3.0;Grass gulf;454.0;9;fruity cedar moss musk amber sandalwood lilyofthevalley rose jasmine narcissus orchid edp;89;12;1
693;Calvin Klein;Beauty;380;118.0;100;edp;Women;floral;virginia cedar;jasmine;4.06;AMLAQ;3.09;135;floral virginia cedar jasmine edp;33;5;0
694;LACOSTE;Essential;336;148.65;125;edt;Men;citrus;sandalwood patchouli;pepper rose;3.03;AMLAQ;3.09;135;citrus sandalwood patchouli pepper rose edt;43;6;0
696;Rasasi;Shuhrah;77.95;77.95;90;edp;Men;floral;amber musk oakmoss agarwood leathery;rose sandalwood cedarjasmine;5.0;VIP.PARFUME;3.07;23;floral amber musk oakmoss agarwood leathery rose sandalwood cedarjasmine edp;76;10;1
697;cacharel;Yes I Am ED;15;8.09;2;edt;Women;jasmine;milk sandalwood cardamom;ginger flower jasmine gardenia;1.0;Royal Scent;3.05;5;jasmine milk sandalwood cardamom ginger flower jasmine gardenia edt;67;8;0
699;CHANEL;Bleu De Chanel;920;245.0;100;edt;Men;citrus;labdanum sandalwod patchouli vetiver incense cedar white musk;ginger iso e super nutmeg jasmine;4.08;The smart store;4.01;319;citrus labdanum sandalwod patchouli vetiver incense cedar white musk ginger iso e super nutmeg jasmine edt;106;16;1
700;Dolce & Gabbana;Pour Femme;566;195.0;100;edp;Women;floral;guimave vanilla heliotrope sandalwood;jasmine orange blossom;5.0;Parfume-Stor;3.09;66;floral guimave vanilla heliotrope sandalwood jasmine orange blossom edp;71;9;1
701;Arabian Oud;Sheikh Al Shuyukh;54;54.0;100;edp;Men;woody;vetiver patchouli;lavender sage rosemary;5.0;VIP.PARFUME;445.0;8;woody vetiver patchouli lavender sage rosemary edp;50;7;0
703;ISSEY MIYAKE;L'eau D'issey Pour Homme;220;155.75;125;edt;Men;floral;coriander;nutmeg;5.0;noon;4.02;98.1K;floral coriander nutmeg edt;27;4;0
704;CHANEL;Bleu De Chanel;930;374.0;100;edp;Men;woody;incense amber cedar sandalwood patchouli labdanum amber wood;ginger jasmine nutmeg melon;4.07;Perfume Ms;4.01;66;woody incense amber cedar sandalwood patchouli labdanum amber wood ginger jasmine nutmeg melon edp;98;13;1
705;Lattafa;Musk Mood;48;48.0;100;edp;Unisex;woody;musk incense amber resins woody note;patchouli caramel agarwood oud floral notes;5.0;Rihanna World Store;445.0;8;woody musk incense amber resins woody note patchouli caramel agarwood oud floral notes edp;90;13;1
706;Yves Saint Laurent;Black Opium;620;364.65;90;edp;Women;vanilla;musk white wood;jasmine tea orrange blossom coffee;4.08;noon;4.02;98.1K;vanilla musk white wood jasmine tea orrange blossom coffee edp;62;10;0
708;Elizabeth Arden;Red Door;128.95;128.95;100;edt;Women;floral;honey sandalwood vetiver;orchid jasmine lilyofthe valley orange blossomwild violet freesia;5.0;Golden Perfumesعطر أصلي 100;3.06;111;floral honey sandalwood vetiver orchid jasmine lilyofthe valley orange blossomwild violet freesia edt;101;13;1
709;GUESS;Seductive;177;86.75;75;edt;Women;spicy;vanille olibanum cashmere wood;jasmine african orange flower orris root;5.0;noon;4.02;98.1K;spicy vanille olibanum cashmere wood jasmine african orange flower orris root edt;81;12;1
711;NINA RICCI;Mademoiselle Ricci;206;117.0;50;edp;Women;floral;white wood musk amber cedar violet;nerium oleander rose hip laurels;4.05;AMLAQ;3.09;135;floral white wood musk amber cedar violet nerium oleander rose hip laurels edp;78;13;1
712;JAGUAR;Classic Black;60;60.0;100;edt;Men;aromatic;sandalwood oakmoss tonka beans virginia cedar vetiver musk;cardamom black tea leaves geranium nutmeg;4.03;perfumes--addresses;4.04;59;aromatic sandalwood oakmoss tonka beans virginia cedar vetiver musk cardamom black tea leaves geranium nutmeg edt;113;16;1
715;DIESEL;Plus Plus Masculine;50;30.0;75;edt;Men;spicy;vetiver musk sandalwood patchouli oak moss nutmeg clove cinnamon tonka bean anise;jasmine birch sage cardamom coriander lilyofthevalley violet green notes;4.05;Attractive perfume;3.08;244;spicy vetiver musk sandalwood patchouli oak moss nutmeg clove cinnamon tonka bean anise jasmine birch sage cardamom coriander lilyofthevalley violet green notes edt;164;23;2
716;JAGUAR;Classic Blue;290;67.0;100;edt;Men;spicy;sandalwood benzoin white musk;ginger orange blossom lotus;4.07;Beauty Gallery;4.03;59;spicy sandalwood benzoin white musk ginger orange blossom lotus edt;67;10;0
718;BURBERRY;Body Tender;373;114.0;85;edt;Women;floral;cashmeran amber musk;dewy english roses white jasmine sandalwood;5.0;Number One;4.02;537;floral cashmeran amber musk dewy english roses white jasmine sandalwood edt;75;11;1
719;Calvin Klein;Eternity;463;95.0;100;edt;Men;floral;sandalwood vetiver rosewood ambergris;jasmine geranium sage;4.05;hadayiq baris;3.08;122;floral sandalwood vetiver rosewood ambergris jasmine geranium sage edt;70;9;1
722;TOMMY HILFIGER;Tommy Girl;380;122.95;100;edt;Women;citrus;desert jasmin cherokee rose magnolia petals dakota lilies cedar sandalwood wild heather;grapefruit citrus orchards crisp green notes honeysuckle butterfly violets;4.04;Parvant Store;4.01;76;citrus desert jasmin cherokee rose magnolia petals dakota lilies cedar sandalwood wild heather grapefruit citrus orchards crisp green notes honeysuckle butterfly violets edt;173;22;2
723;Rasasi;Oud Al Misk;59;59.0;100;edp;Women;oriental;cedar vetiver patchouli sandalwood ambergris musk;geranium jasmine;3.0;hawas;454.0;9;oriental cedar vetiver patchouli sandalwood ambergris musk geranium jasmine edp;79;10;1
724;Alina Corel;Beach Palm;24.95;24.95;100;edp;Women;fresh;himalayan cedar warm woman skin accord sandal incense;heliotrope jasmine in an alliance hibiscus blossom bulgarian rose;2.03;noon;4.02;98.1K;fresh himalayan cedar warm woman skin accord sandal incense heliotrope jasmine in an alliance hibiscus blossom bulgarian rose edp;129;19;2
726;Rasasi;Romance;79;37.0;45;edp;Women;floral;powdery;fruity woody;5.0;B.A.G;3.05;14.1K;floral powdery fruity woody edp;31;5;0
727;LALIQUE;Encre Noire;485;134.95;100;edt;Men;woody;cashmere wood musk;haiti vetiver bourbon vetiver;4.05;Abu Al Tayyeb Perfumes;3.06;59;woody cashmere wood musk haiti vetiver bourbon vetiver edt;58;8;0
729;LALIQUE;Encre Noire;485;136.95;100;edt;Men;woody;cashmere wood musk;haitian vetiver;4.05;Parvant Store;4.01;76;woody cashmere wood musk haitian vetiver edt;44;7;0
731;Franck Olivier;Oud Touch;163;85.0;100;edp;Men;woody;amber musk vanilla;violet patchouli rose jasmine olibanum;4.07;Beautiful Live;3.09;7;woody amber musk vanilla violet patchouli rose jasmine olibanum edp;67;10;0
737;Roberto Cavalli;Uomo;452;126.0;100;edt;Men;floral;cedar tonka bean patchouli;honey lavender;4.06;noon;4.02;98.1K;floral cedar tonka bean patchouli honey lavender edt;52;8;0
