no,brand,name,old_price,new_price,ml,concentration,department,scents,base_note,middle_note,item_rating,seller,seller_rating,num_seller_ratings,combined_notes,cluster
554,Givenchy,Xeryus Rouge,259,199.0,100,edt,Men,woody,leather amber musk oakmoss balsam fir vetiver incense and cedar,cyclamen coriander carnation cypress sandalwood juniper berries cinnamon tarragon petitgrain and geranium,4.04,Brides Palace,3.05,32,woody leather amber musk oakmoss balsam fir vetiver incense and cedar cyclamen coriander carnation cypress sandalwood juniper berries cinnamon tarragon petitgrain and geranium,2
555,Ajmal,Sacrifice,153,70.0,50,edp,Women,floral,woody oriental musky,floral musky,4.06,Rayhanti,3.05,27,floral woody oriental musky floral musky,0
558,Mancera,Roses Vanille,485,248.85,120,edp,Women,vanilla,vanilla sugar white musk cedar,rose sugar,5.0,noon,4.02,98.1K,vanilla vanilla sugar white musk cedar rose sugar,1
559,DORALL COLLECTION,DC,29,9.03,100,edt,Men,floral,vetiver patchouli oakmoss musk sandalwood,galbanum rosemary jasmine coumarin,4.0,B.A.G,3.07,14.1K,floral vetiver patchouli oakmoss musk sandalwood galbanum rosemary jasmine coumarin,0
560,COACH,New York,05.06,5.06,2,edt,Men,citrus,vetiver suede ambergris,cardamom coriander geranium,4.07,Princess of beauty,3.08,467,citrus vetiver suede ambergris cardamom coriander geranium,2
561,GIORGIO ARMANI,Code,513,265.0,75,edt,Men,citrus,tobacco leather and tonka bean,olive flower spiced with star anise,5.0,goldiaa,4.01,135,citrus tobacco leather and tonka bean olive flower spiced with star anise,3
563,LOEWE,Esencia,529,200.0,100,edt,Men,woody,cedar musk sandalwood,cardamom pepper,4.05,Parfume-Stor,4.03,118,woody cedar musk sandalwood cardamom pepper,2
564,Parfums De Marly,Delina Exclusive,1696,785.0,75,edp,Women,woody,woody amber vanilla,turkish rose incense burning oud,4.0,Golden Perfumesعطر أصلي 100 %,3.06,111,woody woody amber vanilla turkish rose incense burning oud,1
566,JAGUAR,Classic Blue,290,67.0,100,edt,Men,spicy,sandalwood benzoin white musk,ginger orange blossom lotus,4.07,Beauty Gallery,4.02,59,spicy sandalwood benzoin white musk ginger orange blossom lotus,0
567,NICOLAI,Patchouli Intense,1714,653.65,100,edp,Unisex,floral,sandalwood amber vanilla,ceylon cinnamon rose patchouli,5.0,noon,4.02,98.4K,floral sandalwood amber vanilla ceylon cinnamon rose patchouli,1
570,Aramis,900 Herbal Spray,179,100.0,100,edc,Men,woody,sandalwood amber patchouli civet oakmoss vetiver,carnation orris root jasmine lilyofthevalley rose geranium,4.0,Star.perfume,3.09,537,woody sandalwood amber patchouli civet oakmoss vetiver carnation orris root jasmine lilyofthevalley rose geranium,1
575,Ajmal,Wisal,58,58.0,50,edp,Women,floral,rose sensual musk,sandalwood,5.0,alkhalijiah  perfume,3.05,75,floral rose sensual musk sandalwood,1
577,S.T.Dupont,Passenger,294,99.0,100,edt,Men,spicy,paraguayan lignum vitae indonesian patchouli laotian benzoin and copper accords,indian ginger  guatemalan cardamom mauritanian red pepper and lavender,5.0,London store,3.07,23,spicy paraguayan lignum vitae indonesian patchouli laotian benzoin and copper accords indian ginger  guatemalan cardamom mauritanian red pepper and lavender,2
579,HUGO BOSS,Hugo,395,99.0,125,edt,Men,fresh,patchouli fir and cedar,carnation sage geranium and jasmine,4.05,Cute Shop,4.02,98,fresh patchouli fir and cedar carnation sage geranium and jasmine,2
580,BVLGARI,Petits Et Mamans,254,193.95,100,edt,Women,floral,iris vanilla white peach powdery notes,sunflower chamomile rose,4.08,noon,4.02,98.1K,floral iris vanilla white peach powdery notes sunflower chamomile rose,0
581,DORALL COLLECTION,Eternally Hot,29,8.0,100,edt,Women,woody,vanilla musk,gardenia jasmine,4.05,B.A.G,3.07,14.1K,woody vanilla musk gardenia jasmine,1
582,Dunhill,Desire,111,54.95,30,edt,Men,fresh,vanilla musk and labdanum,rose teakwood and patchouli,4.08,Star.perfume,3.09,537,fresh vanilla musk and labdanum rose teakwood and patchouli,1
584,AVON,Always,84,84.0,50,edp,Women,floral,cashmere woods,orange blossoms,5.0,neo lek,3.05,88,floral cashmere woods orange blossoms,0
586,GUESS,By Marciano,128,109.95,100,edp,Women,floral,musk vanilla and woody notes,peony jasmine and honeysuckle,5.0,Parvant Store,3.08,76,floral musk vanilla and woody notes peony jasmine and honeysuckle,0
587,LALIQUE,Encre Noire,485,134.95,100,edt,Men,woody,cashmere wood and musk,haiti vetiver and bourbon vetiver,4.05,Abu Al Tayyeb Perfumes,4.02,59,woody cashmere wood and musk haiti vetiver and bourbon vetiver,2
590,Sedr Al-Khaleej Perfumes,For Ever,34.85,34.85,100,edp,Men,fresh,woody musk amber,praline cardamom cinnamon,4.0,noon,4.02,98.1K,fresh woody musk amber praline cardamom cinnamon,2
591,Givenchy,Organza,550,251.65,100,edp,Women,arabian,guaiac wood woodsy notes virginia cedar amber vanilla,peony walnut iris jasmine tuberose honeysuckle,4.08,noon100% Genuine Product,4.02,98.1K,arabian guaiac wood woodsy notes virginia cedar amber vanilla peony walnut iris jasmine tuberose honeysuckle,0
592,Roberto Cavalli,Uomo,452,126.0,100,edt,Men,floral,cedar tonka bean patchouli,honey lavender,4.06,noon,4.02,98.1K,floral cedar tonka bean patchouli honey lavender,3
594,MONTBLANC,Mont Blanc Legend,220,140.0,100,edt,Men,floral,vanilla amber,jasmine geranium neroli and ylangylan,4.08,Al-Najm,3.07,347,floral vanilla amber jasmine geranium neroli and ylangylan,0
596,Dunhill,Desire Extreme,230,114.75,100,edt,Men,spicy,amber musk,evergreen cypress,4.09,AMLAQ,3.09,135,spicy amber musk evergreen cypress,1
601,COACH,Floral,337,165.75,90,edp,Women,floral,patchouli woody notes and musk,tea rose jasmine sambac and gardenia,5.0,noon,4.02,98.1K,floral patchouli woody notes and musk tea rose jasmine sambac and gardenia,1
602,Roberto Cavalli,Uomo,452,134.95,100,edt,Men,floral,cedar patchouli tonka bean,honey lavender,4.06,noon100 %  genuine product,3.06,98.1K,floral cedar patchouli tonka bean honey lavender,3
603,DIESEL,Plus Plus Feminine,99,41.0,75,edt,Women,oriental,musk sandalwood virginia cedar amber nutmeg vanille and orris root,jasmine coconut magnolia orchid lily cherry big strawberry red apple and milk,4.04,KAYA,4.03,4K,oriental musk sandalwood virginia cedar amber nutmeg vanille and orris root jasmine coconut magnolia orchid lily cherry big strawberry red apple and milk,1
604,DORALL COLLECTION,Classic Black,9,8.08,100,edt,Men,fresh,chocolatecashmere wood patchouli tonka bean,basil verbena  lavender,4.0,the beauty,3.06,538,fresh chocolatecashmere wood patchouli tonka bean basil verbena  lavender,3
605,Calvin Klein,Beauty,380,115.0,100,edp,Women,floral,vanilla musk sandalwood guaiac wood and amber,cardamom pepper and flowers,5.0,Star.perfume,3.09,537,floral vanilla musk sandalwood guaiac wood and amber cardamom pepper and flowers,1
606,MONTBLANC,Emblem ED,22.04,22.04,5,edt,Men,spicy,woodsy tonka bean,violet leaf cinnamon,4.08,Star.perfume,3.09,537,spicy woodsy tonka bean violet leaf cinnamon,3
607,CAROLINA HERRERA,212 Sexy,420,151.0,100,edp,Women,floral,cotton candymusksandalwoodvanilla,gardeniageranium,4.07,Al-Najm,3.07,347,floral cotton candymusksandalwoodvanilla gardeniageranium,0
608,BURBERRY,Brit Rhythm,360,119.95,90,edt,Men,woody,cedarwood and tonka bean,black leather patchouli and styrax,4.0,hadayiq baris,3.08,122,woody cedarwood and tonka bean black leather patchouli and styrax,3
609,LANVIN,Oxygene,206,116.0,75,edp,Women,floral,white musk and sandalwood,rose milk gardenia,4.03,Dior Fragrances,3.09,69,floral white musk and sandalwood rose milk gardenia,1
610,HUGO BOSS,Boss,375,105.0,100,edt,Men,woody,sandalwood vetiver cedarwood and vanilla,geranium cinnamon and cloves,4.07,Acacia Rose,4.04,77,woody sandalwood vetiver cedarwood and vanilla geranium cinnamon and cloves,2
611,Sedr Al-Khaleej Perfumes,Love Touch Body Sp,12.09,12.09,125,edt,Women,floral,leathermusk,tiare flowerrose,5.0,noon,4.02,98.1K,floral leathermusk tiare flowerrose,0
613,Genie,London Burberry,18,16.0,25,edp,Women,floral,wood and musk,jasmine tiare flower and soft peony,4.09,Parisian Store,3.09,425,floral wood and musk jasmine tiare flower and soft peony,0
614,CAROLINA HERRERA,212 Vip,363,160.0,100,edt,Men,vanilla,king wood salty amber and tonka beans,chilled vodka hot ginger and slice of apple,5.0,Al-Najm,3.07,347,vanilla king wood salty amber and tonka beans chilled vodka hot ginger and slice of apple,3
616,Emper,Tool Box,88,54.95,100,edt,Men,oriental,geranium amber white musks,patchouli vetiver lavender,5.0,Golen Dream,3.08,88,oriental geranium amber white musks patchouli vetiver lavender,2
617,Shiseido,Zen,597,260.0,100,edp,Women,floral,patchouli cedarwood skin musk white musk marine amber and incense,freesia gardenia red apple violet lily of the valley hyacinth chinese rose and lotus flower,5.0,Faces,3.09,61,floral patchouli cedarwood skin musk white musk marine amber and incense freesia gardenia red apple violet lily of the valley hyacinth chinese rose and lotus flower,1
618,Juicy Couture,Viva La Juicy,355,144.0,100,edp,Women,floral,amber caramel praline sandalwood and vanilla,honeysuckle gardenia and jasmine,4.07,aRt Ti Ci,3.09,41,floral amber caramel praline sandalwood and vanilla honeysuckle gardenia and jasmine,0
622,MONTBLANC,Lady Emblem,410,155.0,75,edp,Women,floral,musk and raspberry,sandalwood patchouli and rosewood,5.0,noon,4.02,98.1K,floral musk and raspberry sandalwood patchouli and rosewood,0
624,TOM FORD,Black Orchid,495,211.0,50,edp,Women,spicy,incenselotuspatchoulisandalwoodvanillavetiver,black orchidfruity notestuberose,5.0,Number One,3.07,347,spicy incenselotuspatchoulisandalwoodvanillavetiver black orchidfruity notestuberose,2
625,Dolce & Gabbana,Pour Femme,356,165.0,100,edp,Women,floral,marshmallow sandalwood vanilla,jasmine and orange blossom,5.0,hadayiq baris,3.08,122,floral marshmallow sandalwood vanilla jasmine and orange blossom,0
627,HUGO BOSS,Boss Bottled Man Of Today,487,177.0,100,edt,Men,woody,vanilla sandalwood vetiver cedarwood olivewood amberlikenotes musklikenotes,geranium cinnamon cloves,4.01,Acacia Rose,4.04,5,woody vanilla sandalwood vetiver cedarwood olivewood amberlikenotes musklikenotes geranium cinnamon cloves,2
630,Calvin Klein,Beauty,145,110.0,100,edp,Women,floral,virginia cedar,jasmine,5.0,Star.perfume,4.02,537,floral virginia cedar jasmine,0
634,Ajmal,Wisal,79,60.0,50,edp,Unisex,floral,floral musky,spicy floral,5.0,alkhalijiah  perfume,3.05,88,floral floral musky spicy floral,0
635,CAROLINA HERRERA,212 Wild Party,232.95,232.95,80,edp,Women,floral,musk woody accord,orange blossom sun rose orchid,4.05,Number One,3.08,66,floral musk woody accord orange blossom sun rose orchid,0
636,Estee Lauder,Modern Muse Chic,472,275.0,100,edp,Women,woody,cashmere wood agarwood oud labdanum patchouli ebony tree musk madagascar vanilla and suede,jasmine sambac tuberose and lily,4.05,Faces,3.09,61,woody cashmere wood agarwood oud labdanum patchouli ebony tree musk madagascar vanilla and suede jasmine sambac tuberose and lily,0
638,Dolce & Gabbana,K,338,269.0,100,edt,Men,woody,blood orange pressed sicilian lemon and juniper berries,pimento clary sage geranium and lavandin,4.01,Grass gulf,3.07,98,woody blood orange pressed sicilian lemon and juniper berries pimento clary sage geranium and lavandin,0
639,Mancera,Roses Vanille,390,229.0,120,edp,Women,oriental,sugar vanilla cedar white musk,rose sugar,4.0,noon,4.02,98.1K,oriental sugar vanilla cedar white musk rose sugar,1
641,Aramis,Brown,161,104.0,110,edt,Men,floral,leather oakmoss amber,pelargonium patchouli vetiver sandalwood,4.0,top langri,3.07,347,floral leather oakmoss amber pelargonium patchouli vetiver sandalwood,2
642,Mancera,Red,711,365.0,120,edp,Unisex,woody and spicy,tobacco amber guaiac wood sandalwood haitian vetiver madagascar vanilla and white musk,patchouli and jasmine,4.09,top langri,3.07,347,woody and spicy tobacco amber guaiac wood sandalwood haitian vetiver madagascar vanilla and white musk patchouli and jasmine,1
646,BURBERRY,My Burberry,700,197.95,90,edp,Women,floral and oriental,damascus and centifolia rose,geranium freesia flowers and golden quince,4.07,Grass gulf,3.07,135,floral and oriental damascus and centifolia rose geranium freesia flowers and golden quince,0
647,joop,Homme,223,55.0,125,edt,Men,citrus,vanilla tonka bean patchouli sandalwood,jasmine lily of the valley heliotrope cinnamon,4.04,hadayiq baris,3.08,122,citrus vanilla tonka bean patchouli sandalwood jasmine lily of the valley heliotrope cinnamon,3
651,CAROLINA HERRERA,212 VIP Rose,445,135.0,80,edp,Women,floral,woody notes white musk amber,peach blossom,5.0,عالم المشاهير,3.08,66,floral woody notes white musk amber peach blossom,0
652,CARON,Pour Un Homme De Caron,404,176.0,200,edt,Men,vanilla,musk,vanilla,3.0,Diorworld,3.05,63,vanilla musk vanilla,1
654,Rasasi,Oud Al-Mubakhar,40,30.85,100,edp,Men,arabian,sandalwood tonka bean musk patchouli,turkish rose violet geranium,4.0,noon,4.02,98.1K,arabian sandalwood tonka bean musk patchouli turkish rose violet geranium,3
655,GUCCI,Rush,489,219.85,75,edt,Women,floral,vetiver patchouli and vanilla,jasmine damask rose and coriander,5.0,noon,4.02,98.1K,floral vetiver patchouli and vanilla jasmine damask rose and coriander,0
657,BURBERRY,Touch,314,154.95,100,edp,Women,floral,almondscedaroakmosstonka beansvanilla,jasminelilylily of the valleypeachpeonyraspberrytuberose,4.0,noon100  % original genuine product,4.02,98.1K,floral almondscedaroakmosstonka beansvanilla jasminelilylily of the valleypeachpeonyraspberrytuberose,0
659,J.CASANOVA,Plaisir,145,75.0,100,edp,Women,fresh,sandalwood musk vanilla orchid and cedar,clove damascus plum pear and ylang ylang,4.05,Tiffany,3.08,75,fresh sandalwood musk vanilla orchid and cedar clove damascus plum pear and ylang ylang,0
663,Mont Blanc,Legend,220,141.95,100,edt,Men,spicy,sandalwood tonka and evernyl,dried fruit oakmoss fused with geranium rose and apple,5.0,noon,4.02,98.1K,spicy sandalwood tonka and evernyl dried fruit oakmoss fused with geranium rose and apple,0
664,Calvin Klein,CK One,448,107.0,200,edt,Men,citrus,sandalwood amber musk cedar and oak moss,nutmeg violet orris root jasmine and lilyofthevalley rose,4.05,AMLAQ,3.09,135,citrus sandalwood amber musk cedar and oak moss nutmeg violet orris root jasmine and lilyofthevalley rose,1
665,LA PERLA,Divina,107,62.0,50,edt,Women,fruity,musk amber vanilla and woody notes,jasmine african orange and pink,4.05,GOLDEN,3.05,63,fruity musk amber vanilla and woody notes jasmine african orange and pink,1
667,DORALL COLLECTION,Green Secret,27,9.05,100,edt,Men,fruity,moss sandalwood coumarin,ylang geranium jasmine,2.0,B.A.G,3.07,14.1K,fruity moss sandalwood coumarin ylang geranium jasmine,0
669,Lancome,Miracle,426,200.0,100,edp,Women,arabian,amber musk and jasmine,magnolia ginger mandarin orange pepper and jasmine,4.05,Beuatyone1,4.04,537,arabian amber musk and jasmine magnolia ginger mandarin orange pepper and jasmine,0
670,armani,Code Absolu ED,08.05,8.05,2,edp,Men,floral,vanilla amber musk and patchouli,jasmine geranium neroli and ylangylang,5.0,Princess of beauty,3.08,467,floral vanilla amber musk and patchouli jasmine geranium neroli and ylangylang,1
671,DAVIDOFF,Cool Water,360,76.95,125,edt,Men,woody,amber cedar musk oakmoss tobacco,geranium jasmine neroli sandalwood,4.05,hadayiq baris,3.08,122,woody amber cedar musk oakmoss tobacco geranium jasmine neroli sandalwood,1
672,LACOSTE,L.12.12 Blanc,244,88.0,100,edt,Men,woody,leather suede and cedar,mexican tuberose and ylangylang,3.07,hadayiq baris,3.08,122,woody leather suede and cedar mexican tuberose and ylangylang,2
676,DORALL COLLECTION,Pink Hearts,29,8.15,100,edt,Women,floral,caramel musk tonka sandalwood and vanilla,red berries lily of the valley licorice cotton candy and strawberry,4.04,B.A.G,3.09,14.1K,floral caramel musk tonka sandalwood and vanilla red berries lily of the valley licorice cotton candy and strawberry,0
677,HUGO BOSS,Natural Spray,595,140.0,75,edp,Women,oriental,apricot amber lemon tree,bulgarian rose jasmine lily,4.0,Parisian Store,3.09,425,oriental apricot amber lemon tree bulgarian rose jasmine lily,1
681,Calvin Klein,Sheer Beauty Essence,415,167.95,100,edt,Women,floral,musk vanilla cedar,lilac magnolia turkish rose peony,4.05,noon100 %  genuine product,4.02,98.1K,floral musk vanilla cedar lilac magnolia turkish rose peony,1
682,DAVIDOFF,The Game,215,83.95,100,edt,Men,woody,ebony wood,iris woody notes,4.09,noon,4.02,98.1K,woody ebony wood iris woody notes,2
683,DORALL COLLECTION,Oud Wood,19,9.09,100,pdt,Unisex,citrus,cedar tobacco patchouli sandalwood musk,geranium marigold rose bay leaves,4.03,B.A.G,3.07,14.1K,citrus cedar tobacco patchouli sandalwood musk geranium marigold rose bay leaves,1
684,Mancera,Rose Greedy,446,269.0,120,edp,Unisex,rose floral,white musk amber vanilla sugar,rose jasmine flowers,4.05,AMLAQ,3.09,135,rose floral white musk amber vanilla sugar rose jasmine flowers,1
686,LACOSTE,Challenge,300,144.95,90,edt,Men,citrus,ginger jasmine juniper nutmeg pepper violet and whisky,amber musk and wood,4.08,Beautiful Live,3.09,7,citrus ginger jasmine juniper nutmeg pepper violet and whisky amber musk and wood,2
689,Genie,8839 Collection,43,24.85,25,edp,Women,floral,liquid amber black violet cream mahogany,lotus blossom champaca flower black orchid,4.02,Parisian Store,3.09,425,floral liquid amber black violet cream mahogany lotus blossom champaca flower black orchid,0
692,J.CASANOVA,Paris Vivaldi,90,90.0,100,edp,Women,fruity,cedar moss musk amber and sandalwood,lilyofthevalley rose jasmine narcissus and orchid,3.0,Grass gulf,454.0,9,fruity cedar moss musk amber and sandalwood lilyofthevalley rose jasmine narcissus and orchid,1
693,Calvin Klein,Beauty,380,118.0,100,edp,Women,floral,virginia cedar,jasmine,4.06,AMLAQ,3.09,135,floral virginia cedar jasmine,0
694,LACOSTE,Essential,336,148.65,125,edt,Men,citrus,sandalwood and patchouli,pepper and rose,3.03,AMLAQ,3.09,135,citrus sandalwood and patchouli pepper and rose,1
696,Rasasi,Shuhrah,77.95,77.95,90,edp,Men,floral,amber musk oakmoss agarwood leathery,rose sandalwood cedarjasmine,5.0,VIP.PARFUME,3.07,23,floral amber musk oakmoss agarwood leathery rose sandalwood cedarjasmine,1
697,cacharel,Yes I Am ED,15,8.09,2,edt,Women,jasmine,milk sandalwood cardamom,ginger flower jasmine gardenia,1.0,Royal Scent,3.05,5,jasmine milk sandalwood cardamom ginger flower jasmine gardenia,0
699,CHANEL,Bleu De Chanel,920,245.0,100,edt,Men,citrus,labdanum sandalwod patchouli vetiver incense cedar white musk,ginger iso e super nutmeg jasmine,4.08,The smart store,4.01,319,citrus labdanum sandalwod patchouli vetiver incense cedar white musk ginger iso e super nutmeg jasmine,2
700,Dolce & Gabbana,Pour Femme,566,195.0,100,edp,Women,floral,guimave vanilla heliotrope and sandalwood,jasmine and orange blossom,5.0,Parfume-Stor,3.09,66,floral guimave vanilla heliotrope and sandalwood jasmine and orange blossom,0
701,Arabian Oud,Sheikh Al Shuyukh,54,54.0,100,edp,Men,woody,vetiver and patchouli,lavender sage and rosemary,5.0,VIP.PARFUME,445.0,8,woody vetiver and patchouli lavender sage and rosemary,2
703,ISSEY MIYAKE,L'eau D'issey Pour Homme,220,155.75,125,edt,Men,floral,coriander,nutmeg,5.0,noon,4.02,98.1K,floral coriander nutmeg,0
704,CHANEL,Bleu De Chanel,930,374.0,100,edp,Men,woody,incense amber cedar sandalwood patchouli labdanum amber wood,ginger jasmine nutmeg melon,4.07,Perfume Ms,4.01,66,woody incense amber cedar sandalwood patchouli labdanum amber wood ginger jasmine nutmeg melon,2
705,Lattafa,Musk Mood,48,48.0,100,edp,Unisex,woody,musk incense amber resins woody note,patchouli caramel agarwood oud floral notes,5.0,Rihanna World Store,445.0,8,woody musk incense amber resins woody note patchouli caramel agarwood oud floral notes,2
706,Yves Saint Laurent,Black Opium,620,364.65,90,edp,Women,vanilla,musk white wood,jasmine tea orrange blossom coffee,4.08,noon,4.02,98.1K,vanilla musk white wood jasmine tea orrange blossom coffee,0
708,Elizabeth Arden,Red Door,128.95,128.95,100,edt,Women,floral,honey sandalwood and vetiver,orchid jasmine lilyofthe valley orange blossomwild violet and freesia,5.0,Golden Perfumesعطر أصلي 100,3.06,111,floral honey sandalwood and vetiver orchid jasmine lilyofthe valley orange blossomwild violet and freesia,0
709,GUESS,Seductive,177,86.75,75,edt,Women,spicy,vanille olibanum and cashmere wood,jasmine african orange flower and orris root,5.0,noon,4.02,98.1K,spicy vanille olibanum and cashmere wood jasmine african orange flower and orris root,0
711,NINA RICCI,Mademoiselle Ricci,206,117.0,50,edp,Women,floral,white wood musk amber cedar and violet,nerium oleander rose hip and laurels,4.05,AMLAQ,3.09,135,floral white wood musk amber cedar and violet nerium oleander rose hip and laurels,1
712,JAGUAR,Classic Black,60,60.0,100,edt,Men,aromatic,sandalwood oakmoss tonka beans virginia cedar vetiver musk,cardamom with black tea leaves geranium nutmeg,4.03,perfumes--addresses,4.04,59,aromatic sandalwood oakmoss tonka beans virginia cedar vetiver musk cardamom with black tea leaves geranium nutmeg,2
715,DIESEL,Plus Plus Masculine,50,30.0,75,edt,Men,spicy,vetiver musk sandalwood patchouli oak moss nutmeg clove cinnamon tonka bean and anise,jasmine birch sage cardamom coriander lilyofthevalley violet and green notes,4.05,Attractive perfume,3.08,244,spicy vetiver musk sandalwood patchouli oak moss nutmeg clove cinnamon tonka bean and anise jasmine birch sage cardamom coriander lilyofthevalley violet and green notes,2
716,JAGUAR,Classic Blue,290,67.0,100,edt,Men,spicy,sandalwood benzoin white musk,ginger orange blossom lotus,4.07,Beauty Gallery,4.03,59,spicy sandalwood benzoin white musk ginger orange blossom lotus,0
718,BURBERRY,Body Tender,373,114.0,85,edt,Women,floral,cashmeran amber and musk,dewy english roses white jasmine and sandalwood,5.0,Number One,4.02,537,floral cashmeran amber and musk dewy english roses white jasmine and sandalwood,0
719,Calvin Klein,Eternity,463,95.0,100,edt,Men,floral,sandalwood vetiver rosewood and ambergris,jasmine geranium and sage,4.05,hadayiq baris,3.08,122,floral sandalwood vetiver rosewood and ambergris jasmine geranium and sage,0
722,TOMMY HILFIGER,Tommy Girl,380,122.95,100,edt,Women,citrus,desert jasmin cherokee rose magnolia petals dakota lilies cedar sandalwood and wild heather,grapefruit citrus orchards crisp green notes honeysuckle and butterfly violets,4.04,Parvant Store,4.01,76,citrus desert jasmin cherokee rose magnolia petals dakota lilies cedar sandalwood and wild heather grapefruit citrus orchards crisp green notes honeysuckle and butterfly violets,0
723,Rasasi,Oud Al Misk,59,59.0,100,edp,Women,oriental,cedar vetiver patchouli sandalwood ambergris and musk,geranium and jasmine,3.0,hawas,454.0,9,oriental cedar vetiver patchouli sandalwood ambergris and musk geranium and jasmine,1
724,Alina Corel,Beach Palm,24.95,24.95,100,edp,Women,fresh,himalayan cedar warm woman skin accord sandal and incense,heliotrope jasmine in an alliance with hibiscus blossom and bulgarian rose,2.03,noon,4.02,98.1K,fresh himalayan cedar warm woman skin accord sandal and incense heliotrope jasmine in an alliance with hibiscus blossom and bulgarian rose,0
726,Rasasi,Romance,79,37.0,45,edp,Women,floral,powdery,fruity woody,5.0,B.A.G,3.05,14.1K,floral powdery fruity woody,0
727,LALIQUE,Encre Noire,485,134.95,100,edt,Men,woody,cashmere wood and musk,haiti vetiver and bourbon vetiver,4.05,Abu Al Tayyeb Perfumes,3.06,59,woody cashmere wood and musk haiti vetiver and bourbon vetiver,2
729,LALIQUE,Encre Noire,485,136.95,100,edt,Men,woody,cashmere wood musk,haitian vetiver,4.05,Parvant Store,4.01,76,woody cashmere wood musk haitian vetiver,2
731,Franck Olivier,Oud Touch,163,85.0,100,edp,Men,woody,amber musk vanilla,violet patchouli rose jasmine olibanum,4.07,Beautiful Live,3.09,7,woody amber musk vanilla violet patchouli rose jasmine olibanum,1
737,Roberto Cavalli,Uomo,452,126.0,100,edt,Men,floral,cedar tonka bean patchouli,honey lavender,4.06,noon,4.02,98.1K,floral cedar tonka bean patchouli honey lavender,3
738,BOUCHERON,Quatre Absolue De Nuit,125.95,125.95,100,edp,Women,arabian,sandalwood vanilla and amberwood,jasmine tonka bean and pear,4.08,King-Perfume,3.09,450,arabian sandalwood vanilla and amberwood jasmine tonka bean and pear,3
741,Roberto Cavalli,Uomo,452,134.95,100,edt,Men,floral,cedar patchouli tonka bean,honey lavender,4.06,noon,4.02,98.1K,floral cedar patchouli tonka bean honey lavender,3
742,Guerlain,L'Homme Ideal,06.05,6.05,1,edt,Men,floral,vanilla amber musk and patchouli,jasmine geranium neroli and ylangylang,5.0,Princess of beauty,3.08,467,floral vanilla amber musk and patchouli jasmine geranium neroli and ylangylang,1
744,Lattafa,Rouat Al Musk,68,38.95,100,edp,Women,oriental,vanilla and amber,jasmine white flowers and sandalwood,4.08,noon,4.02,98.1K,oriental vanilla and amber jasmine white flowers and sandalwood,1
745,Mancera,Wild Leather,320,224.0,120,edp,Unisex,woody,amber guaiac wood leather lichen musk,bulgarian rose patchouli violet,4.04,noon,4.02,98.1K,woody amber guaiac wood leather lichen musk bulgarian rose patchouli violet,1
746,Misk Perfumes,White Musk Perfume,05.35,5.35,6,oil,Unisex,musk,tail rose,vanilla flowers,3.08,warddah,3.07,56,musk tail rose vanilla flowers,1
747,Alina Corel,Monsieur Coco Vanilla,65,31.85,100,edp,Unisex,floral,white musk woody notes madagascar vanilla,jasmine ylangylang tiare flower,4.07,noon,4.02,98.1K,floral white musk woody notes madagascar vanilla jasmine ylangylang tiare flower,1
749,DORALL COLLECTION,Golden Blaze,11,11.0,100,edp,Women,musk,musk patchouli amber,ylangylang jasmine,4.03,top langri,3.07,347,musk musk patchouli amber ylangylang jasmine,1
753,Al Fakhr,Kalam Al Oud,13.03,13.03,100,edp,Unisex,woody,sandalwood cedarwood,black pepper cardamom,3.03,the beauty,4.01,538,woody sandalwood cedarwood black pepper cardamom,2
754,HUGO BOSS,Orange EDT Sp,199,110.0,100,edt,Men,floral,vanilla woodsy notes,incense sichuan pepper,4.08,Acacia Rose,4.04,537,floral vanilla woodsy notes incense sichuan pepper,0
755,Armaf,Club De Nuit Milestone,135,135.0,105,edp,Women,floral,vetiver musk ambroxan,violet sandalwood white wood,5.0,Attractive perfume,3.05,244,floral vetiver musk ambroxan violet sandalwood white wood,0
756,BVLGARI,Man In Black,485,187.0,100,edp,Men,spicy,tonka bean guaiac wood benzoin,leather iris tuberose,4.06,Kado Store,4.02,20,spicy tonka bean guaiac wood benzoin leather iris tuberose,3
759,Pierra Katra,Velvet Oud,97,97.0,100,edp,Men,arabian,cashmere wood amber musk,floral harmony of magnolia honeysuckle  sweet fruity raspberry nuance,3.0,London store,3.07,23,arabian cashmere wood amber musk floral harmony of magnolia honeysuckle  sweet fruity raspberry nuance,0
762,VERSACE,Eros,510,208.0,100,edp,Women,citrus,sandalwood ambroxan woodsy notes musk,lemon blossom jasmine sambac jasmine peony,4.05,King-Perfume,3.09,450,citrus sandalwood ambroxan woodsy notes musk lemon blossom jasmine sambac jasmine peony,0
763,VERSACE,Eros,510,234.95,100,edp,Women,citrus,musk ambroxan woodsy notes sandalwood,lemon blossom jasmine sambac jasmine peony,4.06,noon,4.02,98.1K,citrus musk ambroxan woodsy notes sandalwood lemon blossom jasmine sambac jasmine peony,0
764,Lancome,La Vie Est Belle,560,217.0,75,edp,Women,vanilla,patchouli praline tonka beans vanilla,iris jasmine orange tree blossom,4.04,Al-Najm,3.07,347,vanilla patchouli praline tonka beans vanilla iris jasmine orange tree blossom,3
767,LANVIN,L'Homme,110,110.0,100,edt,Men,spicy,sandalwood amber musk,comprise pepper mint sage cardamom,5.0,Queen Beauty,3.09,135,spicy sandalwood amber musk comprise pepper mint sage cardamom,2
